id;key;name;title;releasedate;popularity_spot;popularity;winrate;banrate;averageKDA;pentas/match;blurb;attack;defense;magic;difficulty;role;rangetype;tags;partype;hp;hpperlevel;mp;mpperlevel;movespeed;armor;armorperlevel;spellblock;spellblockperlevel;attackrange;hpregen;hpregenperlevel;mpregen;mpregenperlevel;attackdamage;attackdamageperlevel;attackspeed;attackspeedperlevel;spell1_name;spell1_description;spell1_cost;spell1_cooldown;spell2_name;spell2_description;spell2_cost;spell2_cooldown;spell3_name;spell3_description;spell3_cost;spell3_cooldown;ulti_name;ulti_description;ulti_cost;ulti_cooldown
Smolder;901;Smolder;The Fiery Fledgling;31/1/2024;150;11.8%;45.6%;12.4%;2.1/5.6/14.5;0.0000;Hidden amongst the craggy cliffs of the Noxian frontier, under the watchful eyes of his mother, a young dragon is learning what it means to be heir to the Camavoran imperial dragon lineage. Playful and eager to grow up, Smolder looks for any excuse toÖ;;;;6;Bottom,Top,Middle;Ranged;Marksman;Mana;605;100;300;40.0;330;26;4.7;30;1.3;550;4.5;0.6;8.5;0.7;60;2.3;0.638;4.0;Super Scorcher Breath;Smolder breathes fire on an enemy. As he gains more stacks, this ability becomes more powerful.;25/25/25/25/25;5.5/5/4.5/4/3.5;Achooo!;Smolder lets out an adorable flaming sneeze that explodes when hitting enemy champions.;60/60/60/60/60;14/13/12/11/10;Flap, Flap, Flap;Smolder takes flight ignoring terrain and bombarding the lowest health enemy.;65/65/65/65/65;24/22/20/18/16;MMOOOMMMM!;Smolder calls his mom to breath fire from above, dealing extra damage and slowing enemies in the center of her fire.;100/100/100;140/130/120
Sona;37;Sona;Maven of the Strings;21/9/2010;94;2.4%;51.8%;0.1%;0.9/5.5/14.8;0.0000;Sona is Demacia's foremost virtuoso of the stringed etwahl, speaking only through her graceful chords and vibrant arias. This genteel manner has endeared her to the highborn, though others suspect her spellbinding melodies to actually emanate magic‚Äîa...;5;2;8;4;Support;Ranged;Support,Mage;Mana;482.36;77;340.6;45;325;28;3.3;30;0.5;550;5.5;0.55;11.5;0.4;49;3;0.644;2.3;Hymn of Valor;Sona plays the Hymn of Valor, sends out bolts of sound, dealing magic damage to two nearby enemies, prioritizing champions and monsters. Sona gains a temporary aura that grants allies tagged by the zone bonus damage on their next attack against enemies.;75/80/85/90/95;8/8/8/8/8;Aria of Perseverance;Sona plays the Aria of Perseverance, sending out protective melodies, healing Sona and a nearby wounded ally. Sona gains a temporary aura that grants allies tagged by the zone a temporary shield.;105/110/115/120/125;10/10/10/10/10;Song of Celerity;Sona plays the Song of Celerity, granting nearby allies bonus Movement Speed. Sona gains a temporary aura that grants allied champions tagged by the zone bonus Movement Speed.;90/90/90/90/90;12/12/12/12/12;Crescendo;Sona plays her ultimate chord, stunning enemy champions and forcing them to dance and dealing magic damage to them. Each rank reduces the base cooldown of Sona's basic abilities.;100/100/100;140/120/100
Soraka;16;Soraka;the Starchild;21/2/2009;108;4.5%;50.4%;1.9%;5.3/6.7/11.0;0.0008;A wanderer from the celestial dimensions beyond Mount Targon, Soraka gave up her immortality to protect the mortal races from their own more violent instincts. She endeavors to spread the virtues of compassion and mercy to everyone she meets‚Äîeven...;2;5;7;3;Support;Ranged;Support,Mage;Mana;535;74;425;40;325;32;3.8;30;0.5;550;2.5;0.5;11.5;0.4;50;3;0.625;2.14;Starcall;A star falls from the sky at the target location dealing magic damage and slowing enemies. If an enemy champion is hit by Starcall, Soraka recovers Health.;45/50/55/60/65;8/7/6/5/4;Astral Infusion;Soraka sacrifices a portion of her own health to heal another friendly champion.;40/45/50/55/60;6/5/4/3/2;Equinox;Creates a zone at a location that silences all enemies inside. When the zone expires, all enemies still inside are rooted.;70/75/80/85/90;20/19/18/17/16;Wish;Soraka fills her allies with hope, instantly restoring health to herself and all friendly champions.;100/100/100;160/145/130
Swain;50;Swain;the Noxian Grand General;5/10/2010;13;4.0%;50.4%;1.5%;7.9/7.0/6.7;0.0012;Jericho Swain is the visionary ruler of Noxus, an expansionist nation that reveres only strength. Though he was cast down and crippled in the Ionian wars, his left arm severed, he seized control of the empire with ruthless determination‚Ä¶ and a new...;2;6;9;8;Support,Middle;Ranged;Mage,Fighter;Mana;525;85;468;28.5;335;22.72;4;30;0.5;525;7;0.65;8;0.8;58;2.7;0.625;2.11;Death's Hand;Swain unleashes several bolts of eldritch power that pierce through enemies hit and stop on impact with enemy champions. Enemies hit take more damage for each bolt they are struck by.;65/70/75/80/85;10/8.5/7/5.5/4;Vision of Empire;Swain opens a demon eye that deals damage and slows enemies. Champions hit are revealed and also grant Swain a Soul Fragment.;70/85/100/115/130;22/21/20/19/18;Nevermove;Swain launches a wave of demonic power forward. It then returns to Swain and roots enemies it hits.;60/65/70/75/80;13/12/11/10/9;Demonic Ascension;Swain transforms into a demon and drains health from nearby enemy champions, minions, and neutral monsters. Swain can cast Demonflare to deal damage equal to the amount of health he drained, ending his transformation to decimate nearby enemies with a nova of soulfire.;100/100/100;120/120/120
Sylas;517;Sylas;the Unshackled;25/1/2019;26;11.8%;50.2%;11.9%;7.1/5.8/6.5;0.0005;Raised in one of Demacia's lesser quarters, Sylas of Dregbourne has come to symbolize the darker side of the Great City. As a boy, his ability to root out hidden sorcery caught the attention of the notorious mageseekers, who eventually imprisoned him...;3;4;8;5;Middle,Top;Melee;Mage,Assassin;Mana;525;115;280;50;340;27;4;32;1.75;175;9;0.9;7;0.8;61;3;0.645;3.5;Chain Lash;Sylas lashes his chains out, intersecting at his targeted location dealing damage to and slowing enemies. <br><br>After a delay, magical energy explodes from the intersection point dealing damage.;50/55/60/65/70;10/9/8/7/6;Kingslayer;Sylas lunges at an enemy with magical force dealing execute based damage and healing himself against enemy champions.;70/80/90/100/110;13/11.5/10/8.5/7;Abscond / Abduct;Sylas dashes to a location. Sylas can recast the ability to throw his chains out, pulling himself to an enemy he hits.;65/65/65/65/65;14/13/12/11/10;Hijack;Sylas steals the enemy's ultimate ability and can cast it freely.;75/75/75;100/80/60
Syndra;134;Syndra;the Dark Sovereign;13/9/2012;75;8.9%;51.3%;5.3%;5.0/5.4/8.7;0.0002;Syndra is a fearsome Ionian mage with incredible power at her command. As a child, she disturbed the village elders with her reckless and wild magic. She was sent away to be taught greater control, but eventually discovered her supposed mentor was...;2;3;9;8;Middle;Ranged;Mage,Support;Mana;523;90;480;40;330;24.712;3.4;30;0.5;550;6.5;0.6;8;0.8;53.872;2.9;0.625;2;Dark Sphere;Syndra conjures a Dark Sphere dealing magic damage. The sphere remains and can be manipulated by her other powers.;40/50/60/70/80;4/4/4/4/4;Force of Will;Syndra picks up and throws a Dark Sphere or enemy minion dealing magic damage and slowing the Movement Speed of enemies.;60/70/80/90/100;12/11/10/9/8;Scatter the Weak;Syndra knocks enemies and Dark Spheres back dealing magic damage. Enemies hit by Dark Spheres become stunned.;50/50/50/50/50;16/15/14/13/12;Unleashed Power;Syndra bombards an enemy Champion with all of her Dark Spheres.;100/100/100;120/100/80
TahmKench;223;Tahm Kench;the River King;9/7/2015;136;5.1%;52.3%;1.9%;6.6/6.3/8.9;0.0006;Known by many names throughout history, the demon Tahm Kench travels the waterways of Runeterra, feeding his insatiable appetite with the misery of others. Though he may appear singularly charming and proud, he swaggers through the physical realm like a...;3;9;6;5;Top,Support;Melee;Support,Tank;Mana;600;100;325;40;335;47;3.5;32.1;1.25;175;6.5;0.55;8;1;56;3.2;0.658;2.5;Tongue Lash;Tahm Kench lashes out with his tongue, damaging and slowing the first unit hit. This ability gains a stun after three stacks of An Acquired Taste.;50/50/50/50/50;5/5/5/5/5;Devour;Tahm Kench devours a target, dealing a percentage of their maximum health as magic damage. He can spit devoured minions and monsters out as a skillshot that deals magic damage in an area upon impact.;100/100/100/100/100;20/20/20/20/20;Thick Skin;Tahm Kench turns incoming damage into gray health. As gray health decays, Tahm Kench is healed for a percentage of the gray health amount. When activated, this ability turns all gray health into a shield.;0/0/0/0/0;3/3/3/3/3;Abyssal Voyage;Tahm Kench teleports across the map, and he may bring one ally champion with him.;100/100/100;140/130/120
Taliyah;163;Taliyah;the Stoneweaver;18/5/2016;124;2.8%;50.8%;1.1%;8.7/6.7/6.0;0.0008;Taliyah is a nomadic mage from Shurima, torn between teenage wonder and adult responsibility. She has crossed nearly all of Valoran on a journey to learn the true nature of her growing powers, though more recently she has returned to protect her tribe...;1;7;8;5;Jungle,Middle;Ranged;Mage,Support;Mana;532;90;425;30;335;20;3.5;30;0.5;525;7;0.7;9.335;0.85;58;3.3;0.625;1.36;Threaded Volley;Taliyah throws a volley of missiles in a target direction, moving freely as she does. This works the ground below her. If Taliyah casts Threaded Volley on worked ground, she only throws one missile.;50/60/70/80/90;7/6/5/4/3;Seismic Shove;Taliyah causes an area of ground to erupt and throws enemies within in a direction of her choosing.;70/80/90/100/110;16/15/14/13/12;Unraveled Earth;Taliyah creates a slowing minefield that explodes if enemies dash through it or are pushed/pulled through it.;90/95/100/105/110;16/14/12/10/8;Weaver's Wall;Taliyah creates a very long wall and then surfs it.;100/100/100;180/150/120
Talon;91;Talon;the Blade's Shadow;24/8/2011;163;3.4%;48.5%;0.7%;1.8/6.0/14.8;0.0000;Talon is the knife in the darkness, a merciless killer able to strike without warning and escape before any alarm is raised. He carved out a dangerous reputation on the brutal streets of Noxus, where he was forced to fight, kill, and steal to survive...;9;3;1;7;Middle,Jungle;Melee;Assassin;Mana;588;95;377.2;37;335;30;3.5;39;1.25;125;8.5;0.75;7.6;0.8;68;3.1;0.625;2.9;Noxian Diplomacy;Talon stabs the target unit. If they are within melee range, this attack deals critical damage. If they are outside melee range, Talon will leap at his target before stabbing them. Talon refunds some health and cooldown if this ability kills the target.;30/30/30/30/30;0/0/0/0/0;Rake;Talon sends out a volley of daggers that then return back to him, dealing physical damage every time it passes through an enemy. The returning blades deal bonus damage and slow units hit.;55/60/65/70/75;9/9/9/9/9;Assassin's Path;Talon vaults over any terrain or structure, up to a max distance. This ability has a low cooldown, but puts the used terrain on a long cooldown.;0/0/0/0/0;0/0/0/0/0;Shadow Assault;Talon disperses a ring of blades and becomes Invisible while gaining additional Movement Speed. When Talon emerges from Invisibility, the blades converge on his location. Each time the blades move, Shadow Assault deals physical damage to enemies hit by at least one blade.;100/100/100;100/80/60
Taric;44;Taric;the Shield of Valoran;19/8/2009;74;1.6%;52.6%;0.4%;5.6/6.7/6.5;0.0003;Taric is the Aspect of the Protector, wielding incredible power as Runeterra's guardian of life, love, and beauty. Shamed by a dereliction of duty and exiled from his homeland Demacia, Taric ascended Mount Targon to find redemption, only to discover a...;4;8;5;3;Support,Middle;Melee;Support,Fighter;Mana;575;85;300;60;340;40;3.4;32.1;1.25;150;6;0.5;8.5;0.8;55;3.5;0.625;2;Starlight's Touch;Heals nearby allied champions based on charges stored. Bravado-empowered attacks grant a charge of Starlight's Touch.;70/80/90/100/110;3/3/3/3/3;Bastion;Passively increase the Armor of Taric and any allied champion with Bastion.<br><br>Actively shields an ally and grants them Bastion for as long as they remain near Taric. Taric's spells also cast off the ally with Bastion.;60/60/60/60/60;15/15/15/15/15;Dazzle;Taric readies a beam of starlight that, after a brief delay, deals magic damage and stuns enemies.;60/60/60/60/60;17/16/15/14/13;Cosmic Radiance;Pulses cosmic energy onto nearby allied champions after a delay, making them invulnerable for a short duration.;100/100/100;180/150/120
Teemo;17;Teemo;the Swift Scout;21/2/2009;10;5.1%;49.8%;4.7%;2.1/6.4/14.8;0.0000;Undeterred by even the most dangerous and threatening of obstacles, Teemo scouts the world with boundless enthusiasm and a cheerful spirit. A yordle with an unwavering sense of morality, he takes pride in following the Bandle Scout's Code, sometimes...;5;3;7;6;Top,Jungle,Support;Ranged;Marksman,Assassin;Mana;528;90;334;20;330;24.3;3.75;30;0.5;500;5.5;0.65;9.6;0.45;54;3;0.69;3.38;Blinding Dart;Obscures an enemy's vision with a powerful venom, dealing damage to the target unit and blinding it for the duration.;70/75/80/85/90;8/8/8/8/8;Move Quick;Teemo scampers around, passively increasing his Movement Speed until he is struck by an enemy champion or turret. Teemo can sprint to gain bonus Movement Speed that isn't stopped by being struck for a short time.;40/40/40/40/40;17/17/17/17/17;Toxic Shot;Each of Teemo's attacks will poison the target, dealing damage on impact and each second after for 4 seconds.;0/0/0/0/0;0/0/0/0/0;Noxious Trap;Teemo throws an explosive poisonous trap using one of the mushrooms stored in his pack. If an enemy steps on the trap, it will release a poisonous cloud, slowing enemies and damaging them over time. If Teemo throws a mushroom onto another mushroom it will bounce, gaining additional range.;75/75/75;0.25/0.25/0.25
Thresh;412;Thresh;the Chain Warden;23/1/2013;100;14.8%;49.7%;5.7%;7.0/6.2/5.4;0.0022;Sadistic and cunning, Thresh is an ambitious and restless spirit of the Shadow Isles. Once the custodian of countless arcane secrets, he was undone by a power greater than life or death, and now sustains himself by tormenting and breaking others with...;5;6;6;7;Support;Ranged;Support,Fighter;Mana;560.52;93;273.92;44;335;28;0;30;0.5;450;7;0.55;6;0.8;56;2.2;0.625;3.5;Death Sentence;Thresh binds an enemy in chains and pulls them toward him. Activating this ability a second time pulls Thresh to the enemy.;70/70/70/70/70;20/18/16/14/12;Dark Passage;Thresh throws out a lantern that shields nearby allied Champions from damage. Allies can click the lantern to dash to Thresh.;50/55/60/65/70;22/19.5/17/14.5/12;Flay;Thresh's attacks wind up, dealing more damage the longer he waits between attacks. When activated, Thresh sweeps his chain, knocking all enemies hit in the direction of the blow.;;;;;;
Tristana;18;Tristana;the Yordle Gunner;21/2/2009;137;4.2%;44.2%;1.3%;4.9/6.6/5.2;0.0003;While many other yordles channel their energy into discovery, invention, or just plain mischief-making, Tristana was always inspired by the adventures of great warriors. She had heard much about Runeterra, its factions, and its wars, and believed her...;9;3;5;4;Bottom,Middle;Ranged;Marksman,Assassin;Mana;559;88;250;32;325;26;3;30;0.5;525;3.75;0.65;7.2;0.45;61;3.3;0.656;1.5;Rapid Fire;Tristana fires her weapon rapidly, increasing her Attack Speed for a short time.;0/0/0/0/0;20/19/18/17/16;Rocket Jump;Tristana fires at the ground to propel her to a distant location, dealing damage and slowing surrounding units for a brief period where she lands.;60/60/60/60/60;22/20/18/16/14;Explosive Charge;When Tristana kills a unit, her cannonballs burst into shrapnel, dealing damage to surrounding enemies. Can be activated to place a bomb on a target enemy that explodes after a short duration dealing damage to surrounding units.;50/55/60/65/70;16/15.5/15/14.5/14;Buster Shot;Tristana loads a massive cannonball into her weapon and fires it at an enemy unit. This deals Magic Damage and knocks the target back. If the target is carrying the Explosive Charge bomb, the bomb detonation radius is doubled.;100/100/100;120/110/100
Trundle;48;Trundle;the Troll King;1/12/2010;110;2.8%;50.2%;0.9%;5.7/6.1/4.2;0.0006;Trundle is a hulking and devious troll with a particularly vicious streak, and there is nothing he cannot bludgeon into submission‚Äînot even the Freljord itself. Fiercely territorial, he chases down anyone foolish enough to enter his domain. Then, his...;7;6;2;5;Top,Jungle;Melee;Fighter,Tank;Mana;616.28;96;281.6;45;350;37;2.7;32.1;1.25;175;6;0.75;7.508;0.6;68;3;0.67;2.9;Chomp;Trundle bites his opponent, dealing damage, briefly slowing and sapping some of their Attack Damage.;30/30/30/30/30;4/4/4/4/4;Frozen Domain;Trundle turns target location into his domain, gaining Attack Speed, Movement Speed, and increased healing from all sources while on it.;40/40/40/40/40;15/15/15/15/15;Pillar of Ice;Trundle creates an ice pillar at target location, becoming impassable terrain and slowing all nearby enemy units.;75/75/75/75/75;24/22/20/18/16;Subjugate;Trundle immediately steals a percent of his target's Health, Armor and Magic Resistance. Over the next 4 seconds the amount of Health, Armor, and Magic Resistance stolen is doubled.;100/100/100;120/100/80
Tryndamere;23;Tryndamere;the Barbarian King;1/5/2009;123;3.9%;49.4%;3.0%;5.1/6.0/8.6;0.0003;Fueled by unbridled fury and rage, Tryndamere once carved his way through the Freljord, openly challenging the greatest warriors of the north to prepare himself for even darker days ahead. The wrathful barbarian has long sought revenge for the...;10;5;2;5;Top;Melee;Fighter,Assassin;Fury;625.64;98;100;0;345;33;3.1;32.1;1.25;125;8.5;0.9;0;0;69;3.7;0.67;2.9;Bloodlust;Tryndamere thrives on the thrills of combat, increasing his Attack Damage as he is more and more wounded. He can cast Bloodlust to consume his Fury and heal himself.;0/0/0/0/0;12/12/12/12/12;Mocking Shout;Tryndamere lets out an insulting cry, decreasing surrounding champions' Attack Damage. Enemies with their backs turned to Tryndamere also have their Movement Speed reduced.;0/0/0/0/0;14/14/14/14/14;Spinning Slash;Tryndamere slices toward a target unit, dealing damage to enemies in his path.;0/0/0/0/0;12/11/10/9/8;Undying Rage;Tryndamere's lust for battle becomes so strong that he is unable to die, no matter how wounded he becomes.;0/0/0;110/100/90
TwistedFate;4;Twisted Fate;the Card Master;21/2/2009;83;3.4%;50.2%;0.5%;8.9/6.8/6.9;0.0045;Twisted Fate is an infamous cardsharp and swindler who has gambled and charmed his way across much of the known world, earning the enmity and admiration of the rich and foolish alike. He rarely takes things seriously, greeting each day with a mocking...;6;2;6;9;Middle,Bottom,Top;Ranged;Mage;Mana;534;94;333;19;335;21;3.15;30;0.5;525;5.5;0.6;8;0.8;52;3.3;0.651;3.22;Wild Cards;Twisted Fate throws three cards, dealing damage to each enemy unit they pass through.;60/70/80/90/100;6/6/6/6/6;Pick a Card;Twisted Fate chooses a magic card from his deck, and uses that for his next attack, causing bonus effects.;40/55/70/85/100;6/6/6/6/6;Stacked Deck;Every 4 attacks, Twisted Fate deals bonus damage. In addition, his Attack Speed is increased.;0/0/0/0/0;0/0/0/0/0;Destiny;Twisted Fate predicts the fortunes of his foes, revealing all enemy champions and enabling the use of Gate, which teleports Twisted Fate to any target location in 1.5 seconds.;100/100/100;180/150/120
Twitch;29;Twitch;the Plague Rat;1/5/2009;72;4.7%;49.6%;3.1%;5.9/5.5/8.1;0.0004;A Zaunite plague rat by birth, but a connoisseur of filth by passion, Twitch is not afraid to get his paws dirty. Aiming a chem-powered crossbow at the gilded heart of Piltover, he has vowed to show those in the city above just how filthy they really...;9;2;3;6;Bottom,Support;Ranged;Marksman,Assassin;Mana;582;84;287.2;40;330;27;3;30;0.5;550;3.75;0.6;7.256;0.45;59;3.11;0.679;3.38;Ambush;Twitch becomes Camouflaged for a short duration and gains Movement Speed. When leaving Camouflage, Twitch gains Attack Speed for a short duration.<br><br>When an enemy champion with Deadly Venom dies, Ambush's cooldown is reset.;40/40/40/40/40;16/16/16/16/16;Venom Cask;Twitch hurls a cask of venom that explodes in an area, slowing targets and applying deadly venom to the target.;70/70/70/70/70;13/12/11/10/9;Contaminate;Twitch wreaks further havoc on poisoned enemies with a blast of his vile diseases.;50/60/70/80/90;12/11/10/9/8;Spray and Pray;Twitch unleashes the full power of his crossbow, shooting bolts over a great distance that pierce all enemies caught in their path.;100/100/100;90/90/90
Udyr;77;Udyr;the Spirit Walker;2/12/2009;142;5.3%;51.9%;8.1%;7.0/6.0/4.9;0.0015;Udyr is more than a man;;;;;Top,Jungle;Melee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Urgot;6;Urgot;the Dreadnought;24/8/2010;62;2.6%;51.7%;0.8%;7.7/6.4/6.7;0.0018;Once a powerful Noxian headsman, Urgot was betrayed by the empire for which he had killed so many. Bound in iron chains, he was forced to learn the true meaning of strength in the Dredge‚Äîa prison mine deep beneath Zaun. Emerging in a disaster that...;8;5;3;8;Top;Ranged;Fighter,Tank;Mana;585;88;340;45;330;36;4.25;32.1;1.25;350;7.5;0.7;7.25;0.8;63;4;0.625;3.75;Corrosive Charge;Fires an explosive charge at the target location, dealing physical damage and slowing enemies caught in the explosion.;80/80/80/80/80;12/11/10/9/8;Purge;Urgot slows himself while he unloads his weapon on nearby enemies. Prioritizes enemy champions Urgot has recently struck with other abilities and triggers Echoing Flames.;40/30/20/10/0;12/9/6/3/0;Disdain;Urgot charges in a direction, shielding himself and trampling non-champion enemies. If he catches an enemy champion, he will stop and hurl them out of his way.;60/70/80/90/100;16/15.5/15/14.5/14;Fear Beyond Death;Urgot fires a chem-drill that impales the first enemy champion hit. If that champion falls below a health threshold, Urgot judges them weak and can execute them.;100/100/100;100/85/70
Varus;110;Varus;the Arrow of Retribution;8/5/2012;51;5.9%;48.3%;1.2%;7.5/6.4/5.4;0.0049;One of the ancient darkin, Varus was a deadly killer who loved to torment his foes, driving them almost to insanity before delivering the killing arrow. He was imprisoned at the end of the Great Darkin War, but escaped centuries later in the remade...;7;3;4;2;Bottom;Ranged;Marksman,Mage;Mana;500;89;360;33;330;27;3.4;30;0.5;575;3.5;0.55;8;0.8;61;3.11;0.658;3;Piercing Arrow;Varus readies and then fires a powerful shot that gains extra range and damage the longer he spends preparing to fire.;70/75/80/85/90;18/16/14/12/10;Blighted Quiver;Passive: Varus' basic attacks deal bonus magic damage and apply Blight. Varus' other abilities detonate Blight, dealing magic damage based on the target's maximum Health. Active: Varus empowers his next Piercing Arrow.;0/0/0/0/0;40/40/40/40/40;Hail of Arrows;Varus fires a hail of arrows that deal physical damage and desecrate the ground. Desecrated ground slows enemies' Movement Speed and reduces their self healing and regeneration.;80/80/80/80/80;18/16/14/12/10;Chain of Corruption;Varus flings out a damaging tendril of corruption that immobilizes the first enemy champion hit and then spreads towards nearby uninfected champions, immobilizing them too on contact.;100/100/100;130/100/70
Vayne;67;Vayne;the Night Hunter;10/5/2011;53;6.7%;49.7%;4.6%;7.0/6.0/6.4;0.0009;Shauna Vayne is a deadly, remorseless Demacian monster hunter, who has dedicated her life to finding and destroying the demon that murdered her family. Armed with a wrist-mounted crossbow and a heart full of vengeance, she is only truly happy when...;10;1;1;8;Bottom,Top;Ranged;Marksman,Assassin;Mana;515;89;231.8;35;330;23;3.4;30;0.5;550;3.5;0.55;6.972;0.4;60;2.36;0.658;3.3;Tumble;Vayne tumbles, maneuvering to carefully place her next shot. Her next attack deals bonus damage.;30/30/30/30/30;4/3.5/3/2.5/2;Silver Bolts;Vayne tips her bolts with a rare metal, toxic to evil things. The third consecutive attack or ability against the same target deals a percentage of the target's max health as bonus true damage.;0/0/0/0/0;0/0/0/0/0;Condemn;Vayne draws a heavy crossbow from her back, and fires a huge bolt at her target, knocking them back and dealing damage. If they collide with terrain, they are impaled, dealing bonus damage and stunning them.;90/90/90/90/90;20/18/16/14/12;Final Hour;Readying herself for an epic confrontation, Vayne gains increased Attack Damage, Invisibility during Tumble, reduced Tumble cooldown, and more bonus Movement Speed from Night Hunter;80/80/80;100/85/70
Veigar;45;Veigar;the Tiny Master of Evil;24/7/2009;103;6.5%;50.9%;1.8%;5.6/6.5/9.4;0.0003;An enthusiastic master of dark sorcery, Veigar has embraced powers that few mortals dare approach. As a free-spirited inhabitant of Bandle City, he longed to push beyond the limitations of yordle magic, and turned instead to arcane texts that had been...;2;2;10;7;Middle,Support;Ranged;Mage;Mana;505;94;490;26;340;23;3.75;30;0.5;550;6.5;0.6;8;0.8;52;2.7;0.625;2.24;Baleful Strike;Veigar unleashes a bolt of dark energy that deals magic damage to the first two enemies hit. Units killed by this bolt grant Veigar some ability power permanently.;40/45/50/55/60;7/6.5/6/5.5/5;Dark Matter;Veigar calls a great mass of dark matter to fall from the sky to the target location, dealing magic damage when it lands. Stacks of Phenomenal Evil reduce Dark Matter's cooldown.;60/65/70/75/80;0/0/0/0/0;Event Horizon;After a brief delay Veigar twists the edges of space around the target location for 3 seconds, stunning enemies who pass through the perimeter.;70/75/80/85/90;18/16.5/15/13.5/12;Primordial Burst;Blasts target enemy champion, dealing a large amount of magic damage, increasing based on the target's missing health.;100/100/100;120/100/80
Velkoz;161;Vel'Koz;the Eye of the Void;27/2/2014;96;4.1%;50.7%;0.6%;7.3/6.1/7.4;0.0013;It is unclear if Vel'Koz was the first Void-spawn to emerge on Runeterra, but there has certainly never been another to match his level of cruel, calculating sentience. While his kin devour or defile everything around them, he seeks instead to...;2;2;10;8;Support,Middle;Ranged;Mage;Mana;520;88;469;21;340;21.88;3.5;30;0.5;525;5.5;0.55;8;0.8;549.379;31.416;0.625;1.36;Plasma Fission;Vel'Koz shoots a bolt of plasma that splits in two on reactivation or upon hitting an enemy. The bolt slows and damages on hit.;40/45/50/55/60;7/7/7/7/7;Void Rift;Vel'Koz opens a rift to the void that deals an initial burst of damage, then explodes for a second burst of damage after a delay.;50/55/60/65/70;1.5/1.5/1.5/1.5/1.5;Tectonic Disruption;Vel'Koz causes an area to explode, knocking up enemies, and knocking close enemies slightly away.;50/55/60/65/70;16/15/14/13/12;Life Form Disintegration Ray;Vel'Koz unleashes a channelled beam that follows the cursor for 2.5 seconds that deals magic damage. Organic Deconstruction Researches enemy champions causing them to take true damage instead.;100/100/100;120/100/80
Vex;711;Vex;The Gloomist;23/9/2021;87;4.4%;52.2%;5.1%;6.3/6.2/8.2;0.0005;In the black heart of the Shadow Isles, a lone yordle trudges through the spectral fog, content in its murky misery. With an endless supply of teen angst and a powerful shadow in tow, Vex lives in her own self-made slice of gloom, far from the revolting...;;;;2;Middle;Ranged;Burst;Mana;590;104;490;32.0;335;23;4.45;28;1.3;550;6.5;0.6;6.0;0.8;54;2.75;0.669;1.0;Mistral Bolt;Launch a damaging missile that accelerates mid-flight.;45/50/55/60/65;8/7/6/5/4;Personal Space;Gain a shield and damage nearby enemies.;75/75/75/75/75;16/15/14/13/12;Looming Darkness;Summon a damaging and slowing zone that applies Gloom to enemies.;70/80/90/100/110;13/13/13/13/13;Shadow Surge;Fire a missile that marks an enemy champion. Recast to dash to them and deal damage.;100/100/100;140/120/100
Vi;254;Vi;the Piltover Enforcer;19/12/2012;11;4.6%;48.6%;1.8%;7.6/5.8/7.0;0.0024;Once a criminal from the mean streets of Zaun, Vi is a hotheaded, impulsive, and fearsome woman with only a very loose respect for authority figures. Growing up all but alone, Vi developed finely honed survival instincts as well as a wickedly abrasive...;8;5;3;4;Jungle;Melee;Fighter,Assassin;Mana;585;85;295;45;340;30;4;32.1;1.25;125;10;1;8;0.65;63;3.5;0.644;2;Vault Breaker;Vi charges her gauntlets and unleashes a vault shattering punch, carrying her forward. Enemies she hits are knocked back and receive a stack of Denting Blows.;50/60/70/80/90;12/11/10/9/8;Denting Blows;Vi's punches break her opponent's Armor, dealing bonus damage and granting her Attack Speed.;0/0/0/0/0;0/0/0/0/0;Excessive Force;Vi's next attack blasts through her target, dealing damage to enemies behind it.;26/32/38/44/50;1/1/1/1/1;Assault and Battery;Vi runs down an enemy, knocking aside anyone in the way. When she reaches her target she knocks it into the air, jumps after it, and slams it back into the ground.;100/125/150;120/100/80
Viego;234;Viego;The Ruined King;21/1/2021;128;12.6%;50.4%;6.8%;6.3/5.8/6.8;0.0011;Once ruler of a long-lost kingdom, Viego perished over a thousand years ago when his attempt to bring his wife back from the dead triggered the magical catastrophe known as the Ruination. Transformed into a powerful, unliving wraith tortured by anÖ;;;;7;Jungle;Melee;Skirmisher;none;630;109;0;0.0;345;34;5.2;32;2.05;200;7.0;0.7;0.0;0.0;57;3.5;0.658;2.5;Blade of the Ruined King;Viego's spectral blade passively deals bonus percent current Health damage On-Hit and strikes twice vs. enemies he recently hit with an Ability, stealing Health. Viego can activate this Ability to thrust his zweihander forward, impaling enemies in front of him.;0;5/4.5/4/3.5/3;Spectral Maw;Viego charges up before dashing forward, releasing a ball of concentrated Black Mist that stuns the first enemy hit.;0;8/8/8/8/8;Harrowed Path;Viego commands the Black Mist to haunt and surround a piece of terrain. Viego can hide in the Mist as a wraith, gaining camouflage, Move Speed, and Attack Speed.;0;14/12/10/8/6;Heartbreaker;Viego teleports to a nearby location and executes an enemy champion on arrival, piercing their heart and causing a destructive shockwave around them that knocks away their allies.;0;120/100/80
